,Country Name,Country Code,Year,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Agricultural land (% of land area),Agricultural land (sq. km),Alternative and nuclear energy (% of total energy use),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Waste (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Electric power consumption (kWh per capita),Energy intensity level of primary energy (MJ/$2021 PPP GDP),Energy use (kg of oil equivalent per capita),F-gases emissions from Industrial Processes (Mt CO2e),Forest area (% of land area),Forest area (sq. km),Forest rents (% of GDP),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"GNI per capita, Atlas method (current US$)","Industry (including construction), value added (current US$)",Land area (sq. km),Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Methane (CH4) emissions from Agriculture (Mt CO2e),Methane (CH4) emissions from Building (Energy) (Mt CO2e),Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),Methane (CH4) emissions from Industrial Processes (Mt CO2e),Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),Methane (CH4) emissions from Transport (Energy) (Mt CO2e),Methane (CH4) emissions from Waste (Mt CO2e),Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Waste (Mt CO2e),Population density (people per sq. km of land area),Population in the largest city (% of urban population),Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Total greenhouse gas emissions including LULUCF (Mt CO2e),Urban population,Urban population (% of total population),Urban population growth (annual %),GDP_per_capita_log
0,Albania,ALB,2017,99.9,99.7,100.0,42.8569708029197,11742.81,16.98,-19.3194985778995,5.3613,2.0244422333699,0.0542,0.7568,0.2694,1.0967,0.8698,0.0,2.3118,0.0026,3.5072,-2.1616,0.0,0.0,1.3456,2327.54405209409,2.64,894.466399568989,0.1369,28.7920620437956,7889.025,0.183422579574961,0.0,3.28317593330073,5006.36012951959,4.88935288088643,4700.0,3043214465.69555,27400.0,2.7294,1.9533,0.0561,0.2428,0.0022,0.0016,0.0,0.0051,0.4683,0.7586,0.0236,0.0005,0.0033,0.0453,0.0,0.0134,0.1222,96.6527372262774,31.4769409052308,13.5,17.7,9.1947,3.47194505123127,10.5403,1482517.0,55.980276426546,-0.814539434305938,8.518664134952077
1,Albania,ALB,2018,100.0,100.0,100.0,42.8496715328467,11740.81,31.74,-19.728822741569,5.3341,2.04549315439886,0.0465,0.7636,0.1622,1.2787,0.8732,0.0,2.2073,0.0027,3.5072,-2.1616,0.0,0.0,1.3456,2502.55681850864,2.53,904.739774695665,0.154,28.7919708029197,7889.0,0.140052548330499,0.0,3.67141928098908,5897.65452588774,5.28357949627288,5400.0,3653185141.24662,27400.0,2.7526,1.9102,0.0543,0.2989,0.0033,0.0029,0.0,0.0055,0.4775,0.7371,0.0233,0.0003,0.0048,0.048,0.0,0.0131,0.1237,95.1727372262774,32.3486119216794,13.5,17.7,9.1911,3.52455561976629,10.5367,1470162.0,56.377000259892,-0.836872014010015,8.682479557427557
2,Albania,ALB,2019,100.0,100.0,100.0,42.8467153284672,11740.0,19.8,-24.9973664805646,4.984,1.94096037816015,0.0664,0.7747,0.2058,0.9101,0.8373,0.0,2.1869,0.0027,3.5072,-2.1616,0.0,0.0,1.3456,2553.9362279242,2.45,908.317252679183,0.169,28.7919708029197,7889.0,0.138045383470044,0.0,2.06257790176122,6069.43903131027,3.64975808463876,5900.0,3579202093.98867,27400.0,2.5424,1.7559,0.0538,0.2277,0.002,0.002,0.0,0.0055,0.4953,0.7606,0.0233,0.0003,0.003,0.0439,0.0,0.0132,0.1266,93.7153649635036,33.248444000483,14.2,18.6,8.6662,3.37495000586105,10.0118,1457584.0,56.7639071287255,-0.859232828535257,8.7111862094957
3,Albania,ALB,2020,100.0,100.0,100.0,42.538503649635,11655.55,21.75,-31.2636378685046,4.5676,1.80646079858255,0.0606,0.7445,0.1409,0.9816,1.1049,0.0,1.5325,0.0028,3.5072,-2.1616,0.0,0.0,1.3456,2642.69442510916,2.34,855.185594249541,0.1843,28.7919708029197,7889.0,0.134209573343306,0.0,-3.31375636888916,6027.91350716348,-1.81016536329729,5970.0,3576974730.78693,27400.0,2.3584,1.5737,0.0539,0.2116,0.0023,0.0016,0.0,0.004,0.5113,0.6855,0.0218,0.0003,0.0034,0.0382,0.0,0.0097,0.1279,92.2802919708029,34.1717683131517,14.2,18.6,7.9972,3.16284882617225,9.3428,1444795.0,57.1408592155544,-0.881282752690579,8.704322092253388
24,Austria,AUT,2017,100.0,100.0,100.0,32.1694134755211,26546.2,12.4,13.8410434669612,70.0851,7.96641934826064,0.0664,8.9793,6.1535,10.6354,5.4755,14.2256,24.5485,0.0008,1.2377,-5.7211,0.3041011952,1.5565,-4.6461,8458.13489776604,2.95,3839.94805232106,2.3867,47.1204556471159,38883.8,0.0599693477007981,0.0,2.27224992038207,47163.7425775142,1.56430689663536,44800.0,107060575329.317,82520.0,8.9185,5.4694,0.7397,0.7469,0.063,0.0194,0.0885,0.0278,1.7637,2.0402,0.17,0.0035,0.0809,0.5831,0.1077,0.2408,0.2412,106.61131846825,31.4438672393262,28.4,28.4,84.8577,9.64558833659219,80.2116,5973998.0,67.9051196052802,0.964952397392997,10.761401913155654
25,Austria,AUT,2018,100.0,100.0,100.0,32.1477217644207,26528.3,12.47,9.23721655512961,67.2508,7.60710822359904,0.0541,8.1878,5.3981,10.5431,5.3631,12.9081,24.7957,0.0008,1.2409,0.8055,0.3041011952,1.5396,1.6166,8396.45084265961,2.8,3717.62532112148,2.4205,47.1639602520601,38919.7,0.0782044589524903,0.0,2.48422114080024,51194.0749841299,1.98626296400239,48710.0,116400059695.618,82520.0,8.7145,5.3837,0.6829,0.7767,0.0604,0.017,0.0859,0.0275,1.6803,2.0012,0.1622,0.0025,0.0776,0.5728,0.1059,0.2431,0.2414,107.131858943286,31.5663113655177,28.4,28.4,81.7926,9.2520112785208,83.4092,6020808.0,68.1046787227623,0.780508457343464,10.843398614684666
26,Austria,AUT,2019,100.0,100.0,100.0,32.1280901599612,26512.1,13.49,11.7157754531869,68.7767,7.74519365039325,0.0529,8.4202,6.2069,10.6506,5.5806,13.0349,24.8298,0.0008,1.244,4.4495,0.3041011952,1.5566,5.7884,8339.93999945946,2.81,3765.98011899602,2.3229,47.1037324285022,38870.0,0.0605276373347633,0.0,1.75497619649288,49885.9947355204,1.30350317565873,50900.0,113121973410.266,82520.0,8.5907,5.3065,0.695,0.7742,0.0601,0.018,0.085,0.0268,1.6251,2.0447,0.1625,0.0033,0.0774,0.564,0.1032,0.2439,0.245,107.609306834707,31.5721178548133,28.4,28.4,83.1342,9.36204380219642,88.9226,6066549.0,68.3176044750522,0.756844003891464,10.817515621227933
27,Austria,AUT,2020,100.0,100.0,100.0,31.5398121667475,26026.653,14.51,2.19641348840232,62.9162,7.05586627765098,0.0502,8.4271,5.7537,10.3971,5.2043,11.4109,21.672,0.0008,1.2472,-3.8839,0.3041011952,1.5962,-1.1623,8025.46724947246,2.84,3546.50449865153,2.2248,47.137905962191,38898.2,0.0483056211040267,0.0,-6.31825509209936,48716.4098900349,-6.70639361073974,49000.0,111442475275.642,82520.0,8.4636,5.2711,0.6949,0.7515,0.0584,0.0165,0.0875,0.0224,1.5614,2.0369,0.1622,0.0038,0.0751,0.5264,0.1038,0.2138,0.2461,108.057004362579,31.5778123598489,29.1,29.1,76.9727,8.63226129724531,75.8104,6111709.0,68.5410177924001,0.74165298520757,10.793791737793944
28,Austria,AUT,2021,100.0,100.0,100.0,31.5376684440136,26024.884,13.11,7.53589760249498,66.2034,7.39223990896623,0.0399,9.16,6.1554,10.7234,5.4431,12.2398,22.4409,0.0008,1.2503,-4.5782,0.3041011952,1.6452,-3.5721,8396.01433574254,2.86,3728.13398931398,1.9183,47.1720794958798,38926.4,0.0559934904917667,0.0,4.92309171717903,53648.6437976214,4.4669658436443,53440.0,123601632693.921,82520.0,8.6157,5.3001,0.8411,0.7485,0.0618,0.0185,0.0899,0.0227,1.5331,1.9644,0.1825,0.0036,0.0795,0.5339,0.1047,0.222,0.2502,108.528805138148,31.5771921917436,29.3,29.3,80.0781,8.94148226003783,76.506,6159224.0,68.773601700253,0.774435610983729,10.890230108663484
32,Belarus,BLR,2017,98.7,96.6,99.3,41.8448381185095,84940.0,0.2,-42.9356827993466,60.2218,6.3666212107869,0.5474,7.1955,3.179,4.6454,5.3843,27.9906,11.2574,0.0221,2.8805,-46.7303,18.622,-2.2227,-30.8368,3618.56853835013,6.14,2692.58344898873,0.0607,42.9784026641969,87241.0,1.04002673922668,0.0,2.53218349471909,5785.54491935194,2.64480751685403,5320.0,17268319997.1848,202988.0,18.7773,12.5697,0.2762,2.2764,0.0088,0.0066,0.0495,0.0427,3.5475,12.9175,0.2355,0.003,0.0132,0.8384,0.0498,0.1814,0.1605,46.5987595325832,27.241846045051,9.4,9.4,93.4591,9.88045339729225,62.6223,7285391.0,77.0208206176758,0.117619458619697,8.663290660042405
33,Belarus,BLR,2018,99.3,98.2,99.7,41.6444969947778,84530.0,0.19,-39.8780668074123,63.4486,6.722115187495,0.6165,7.3474,3.292,4.7588,5.4211,30.1522,11.84,0.0207,2.9968,-49.0449,18.5153,-1.3323,-33.4747,3725.05571426831,6.29,2849.29477344053,0.0613,43.0515321706572,87386.0,1.14402160905757,0.0,3.14919758275296,6360.037502312,3.36999150781449,5730.0,18769066474.0225,202980.0,18.8396,12.4895,0.2781,2.3034,0.0087,0.0066,0.0528,0.0441,3.6564,12.8016,0.2478,0.0029,0.0133,0.8554,0.053,0.1879,0.166,46.5010592176569,27.5064952706471,9.4,9.4,96.6775,10.242578891245,63.2028,7287995.0,77.2132720947266,0.0357363762644192,8.75794677232437
34,Belarus,BLR,2019,100.0,100.0,100.0,41.3223954869066,83870.0,0.24,-41.9637611671019,61.2475,6.50202478662403,0.5371,6.8216,3.2671,4.8287,5.0218,28.9486,11.802,0.0206,3.0132,-45.1962,18.4076,-0.7881,-29.0992,3759.65072563435,5.97,2748.96883661007,0.0648,43.1261547557461,87531.0,1.00289755773858,0.0,1.44645548204305,6837.77339645635,1.6513675093432,6370.0,20441938767.071,202965.0,18.8422,12.405,0.2701,2.3239,0.0094,0.0064,0.0572,0.0448,3.7254,12.7498,0.2375,0.0029,0.0143,0.8502,0.0589,0.1866,0.1735,46.4107506220284,27.6405511397146,9.4,9.4,94.4282,10.0244825822489,65.329,7296081.0,77.4550771852757,0.110888078594174,8.83036366653195
35,Belarus,BLR,2020,100.0,100.0,100.0,40.7971228692482,82810.0,0.61,-44.8892860256299,58.1601,6.20046882969124,0.5486,6.6625,3.0165,4.7003,4.8187,27.7867,10.614,0.0126,3.0885,-48.4791,18.4079,-0.0936,-30.5441,3764.62480831458,5.82,2673.86548599188,0.0653,43.1944033894965,87676.0,1.14810652957222,0.0,-0.672742918585868,6542.85579976768,-0.251224685296094,6410.0,19240974350.0405,202980.0,18.8844,12.374,0.25,2.3391,0.0098,0.0063,0.0574,0.0405,3.8073,13.1079,0.233,0.0029,0.0147,0.8438,0.061,0.1665,0.1785,46.211212927382,27.7952913243942,9.4,9.4,91.7181,9.77809907769251,61.174,7296574.0,77.7890385790408,0.0067568238978775,8.786281842551974
36,Belarus,BLR,2021,100.0,100.0,100.0,40.2759300320276,81740.0,5.75,-44.432368202613,58.6423,6.30387145078492,0.4772,7.4728,3.0202,4.5904,4.7202,27.958,10.3895,0.014,3.2561,-49.8644,14.6713,-0.5566,-36.5419,4094.66830993751,6.18,2929.27533668037,0.0668,43.2722345405272,87821.0,1.00983526941144,0.0,2.43886210234947,7489.71894713888,3.29081749370279,7040.0,22396131840.4286,202950.0,18.8014,12.1867,0.2583,2.3713,0.0093,0.0068,0.06,0.0396,3.8695,12.8183,0.2455,0.0029,0.014,0.8759,0.0641,0.1649,0.1954,45.8368317319537,28.0512219581958,13.8,13.8,91.8916,9.87807152528034,55.3497,7268211.0,78.131086803694,-0.389474144015336,8.921420059506737
40,Belgium,BEL,2017,100.0,100.0,100.0,43.7477334915768,13270.0,21.51,-13.8550300175192,99.7694,8.77081443615992,0.0403,24.5956,6.515,16.6679,10.8401,15.8883,25.2018,0.0205,0.7599,-2.0452,0.0753,0.5928,-0.7137,7801.64987598414,4.02,4863.63280171736,3.2145,22.7244255431378,6893.0,0.0166337659117625,0.0,1.47446761556785,44035.3239358548,1.08431151262542,42310.0,95946872456.8237,30333.0,12.6912,6.8971,0.3105,2.5629,0.0412,0.0522,0.0756,0.0296,2.722,2.6021,0.1629,0.0035,0.0538,4.9632,0.0794,0.2471,0.2936,375.009329772855,20.6275452089975,24.7,23.3,124.0806,10.9080331016061,123.3669,9859210.0,86.6731739531869,0.642139017041796,10.692770116323079
41,Belgium,BEL,2018,100.0,100.0,100.0,44.403633620831,13540.0,15.95,-13.2600329661695,100.4585,8.79128601300038,0.0403,24.3233,6.6221,17.1961,10.8451,16.1207,25.2832,0.0275,0.7666,-2.0072,0.0753,0.5772,-0.6777,7748.27877771471,3.8,4660.20692893781,3.0728,22.6051880759519,6893.0,0.0192310052377608,0.0,1.87796847383565,47487.2100392561,1.41528937457539,45980.0,102906722648.0,30493.0,12.7423,7.026,0.3004,2.5821,0.0428,0.0556,0.0736,0.0311,2.6308,2.6378,0.1558,0.0034,0.0559,4.9663,0.0761,0.2468,0.281,374.74351490506,20.6421172877468,24.6,23.3,124.6967,10.912410145257,124.019,9928778.0,86.8883449485575,0.703136535361722,10.768236749513735
42,Belgium,BEL,2019,100.0,100.0,100.0,44.4677641503247,13560.0,22.96,-13.3852318813425,100.3135,8.73127988733552,0.0403,23.841,7.0186,16.3479,11.4763,16.6046,24.9612,0.0236,0.7708,-1.8888,0.0753,0.5752,-0.4425,7673.26603406047,3.83,4775.95747475268,2.9299,22.604446776415,6893.0,0.0150775137305335,0.0,2.4428900448156,46716.6227467964,1.89071932044187,48070.0,103275329742.745,30494.0,12.7111,6.9909,0.2927,2.6034,0.0406,0.0566,0.0722,0.0336,2.6211,2.6448,0.1784,0.0038,0.0527,4.9371,0.0741,0.2423,0.3049,376.761985964452,20.6395048159384,26.1,24.9,124.3926,10.8271230344208,123.9501,10006461.0,87.0961631189222,0.779357530690887,10.751876733219435
43,Belgium,BEL,2020,100.0,100.0,100.0,44.7500918213419,13646.093,20.88,-20.626132726392,91.9274,7.96694296814415,0.0403,23.4487,5.8752,15.9157,10.1694,15.68,20.7727,0.0253,0.7761,-1.9219,0.0753,0.5595,-0.4546,7420.56838071573,3.71,4386.43050829817,2.7056,22.604446776415,6893.0,0.0136986053757482,0.0,-4.7929839083518,45906.2875805246,-5.20244011003201,46330.0,101071905704.436,30494.0,12.6112,6.993,0.2681,2.6057,0.0387,0.0553,0.0741,0.0304,2.5458,2.6237,0.1572,0.0032,0.0503,5.0017,0.0757,0.2035,0.3127,378.38932248967,20.6574996001607,17.6,15.4,115.6721,10.0247915605735,115.2175,10072797.0,87.2964994991269,0.660743951222393,10.734379154263413
44,Belgium,BEL,2021,100.0,100.0,100.0,44.7848757132551,13656.7,26.29,-17.0912061145423,96.0214,8.2875698190821,0.0367,24.7852,6.1061,16.9205,10.5396,14.6891,22.913,0.0311,0.7813,-1.9538,0.0753,0.5526,-0.3875,7681.46919674665,3.86,4823.5834216252,2.4788,22.604446776415,6893.0,0.0134810818415549,0.0,6.25445686466593,51658.238294958,5.8180102265206,51140.0,107713224505.037,30494.0,12.4518,6.9093,0.3142,2.6383,0.0418,0.0576,0.068,0.0365,2.3861,2.5124,0.1487,0.0034,0.0544,5.2395,0.071,0.2227,0.3174,379.949990161999,20.6881921050358,17.8,15.5,119.5214,10.3158457112106,119.1339,10129875.0,87.4305564090635,0.565055472554392,10.85242432196037
48,Bosnia and Herzegovina,BIH,2017,100.0,100.0,100.0,43.515625,22280.0,4.86,-2.37691208965609,23.9898,6.99679935322086,0.0294,1.1779,0.9915,2.1849,1.1741,14.6522,3.7762,0.0037,0.0,-6.398,0.0,0.0,-6.398,3864.45870454011,6.0,1966.74296405564,0.5055,42.7326171875,21879.1,0.623304729989487,0.0,3.24409895306594,5345.01978766473,4.57868807789549,5070.0,4237254437.56976,51200.0,5.9458,1.5063,0.1722,3.399,0.0021,0.0015,0.0048,0.0126,0.8473,0.6778,0.0343,0.002,0.0037,0.0862,0.4369,0.0255,0.1447,66.9664453125,20.6004218614954,1.4,1.4,31.8522,9.28992539990585,25.4542,1662631.0,48.4918401819106,-0.316765999645651,8.584107598088334
49,Bosnia and Herzegovina,BIH,2018,100.0,100.0,100.0,43.18359375,22110.0,7.53,-2.07415184402964,24.0642,7.10487156775908,0.0253,1.0376,1.0319,2.3908,1.3214,14.5016,3.752,0.0037,0.0,-6.398,0.0,0.0,-6.398,3898.73043991733,6.41,2205.40019359849,0.5239,42.7326171875,21879.1,0.573284897980651,0.0,3.82900399349064,6047.84707207392,5.10677209046635,5720.0,4857048011.90113,51200.0,6.2162,1.4894,0.4179,3.4139,0.0025,0.0017,0.0051,0.0121,0.8736,0.6749,0.0725,0.0016,0.0042,0.0935,0.4338,0.0254,0.1457,66.15234375,20.6536044647578,1.4,1.4,32.2559,9.52344257454975,25.8579,1658679.0,48.971927825824,-0.237978500359108,8.707622966265413
50,Bosnia and Herzegovina,BIH,2019,100.0,100.0,100.0,43.28125,22160.0,7.61,-8.04267942817378,22.5975,6.75452909895075,0.0186,0.8695,0.8823,2.2946,1.2629,13.2511,4.0147,0.0037,0.0,-6.398,0.0,0.0,-6.398,3735.12979845065,6.02,2157.71633026544,0.5855,42.7326171875,21879.1,0.547685201989734,0.0,2.88585242083978,6122.37541352353,4.16109545157208,6180.0,4752742051.62196,51200.0,5.9748,1.4621,0.4275,3.1958,0.0018,0.0017,0.005,0.0121,0.8688,0.6531,0.0715,0.0013,0.0034,0.0913,0.3971,0.0272,0.1503,65.34244140625,20.7111862026541,1.4,1.4,30.553,9.13247605090131,24.155,1654869.0,49.4650440037758,-0.22996508148154,8.719868761622543
51,Bosnia and Herzegovina,BIH,2020,100.0,100.0,100.0,43.7890625,22420.0,5.92,-8.29131721053638,22.5364,6.83055960433407,0.0226,0.9017,1.1754,1.4083,1.5654,13.823,3.6363,0.0038,0.0,-6.398,0.0,0.0,-6.398,3513.72346484109,6.1,2152.73018925591,0.5612,42.7326171875,21879.1,0.5690925119238,0.0,-3.01509335460439,6130.31187968266,-1.65750707667169,6160.0,4809259625.969,51200.0,5.9363,1.4555,0.4523,3.1227,0.0019,0.0016,0.0052,0.0118,0.8855,0.6806,0.0768,0.0012,0.0037,0.0933,0.4101,0.0244,0.1508,64.44041015625,20.8094031676675,3.6,3.6,30.4749,9.23664031904476,24.0769,1648721.0,49.9710852122997,-0.372201580556775,8.7211640157696
56,Bulgaria,BGR,2017,98.1,96.0,98.8,46.3294030950626,50295.2,24.2,-38.4377853531915,49.2832,7.2438350558862,0.8438,1.6386,1.5138,4.3716,5.448,26.27,9.1891,0.0084,0.1535,-8.5627,0.0806,0.1356,-9.5484,5387.98742053318,5.11,2732.22244053467,0.7847,35.5011053795136,38540.0,0.265773225929047,0.0,2.74592676054861,8696.68930427924,4.1152395764986,7900.0,14193901552.2127,108560.0,8.6168,2.182,0.351,1.1551,0.0144,0.0074,0.0097,0.0506,4.8466,3.2362,0.0761,0.0011,0.0191,0.2592,0.104,0.0747,0.1132,62.6701179071481,25.3718334275968,28.3,34.7,62.5683,9.19653035775284,53.0199,4993096.0,73.3904571533203,-1.02990764186942,9.070812672156206
57,Bulgaria,BGR,2018,98.7,97.4,99.1,46.3338246131172,50300.0,26.5,-42.1473924573696,46.3135,6.90134019828938,0.7574,1.4756,1.7768,4.8173,5.1754,22.9102,9.397,0.0038,0.0499,-8.536,0.0806,0.0225,-9.6156,5353.90873037752,4.97,2764.27513129547,0.79,35.6208548268239,38670.0,0.24613036929239,0.0,2.33015213407045,9849.38397225174,3.74323820792699,8860.0,14699335925.1003,108560.0,8.3952,2.1383,0.3405,1.0623,0.0153,0.0074,0.022,0.0491,4.7604,3.2164,0.0787,0.0009,0.0203,0.2535,0.1026,0.0768,0.1116,61.816488577745,25.7618195151323,28.3,34.7,59.3596,8.84538619699177,49.744,4939162.0,73.600212097168,-1.08604770687718,9.195265715360849
58,Bulgaria,BGR,2019,99.2,98.4,99.4,46.3983050847458,50370.0,26.54,-44.2430949992692,44.6358,6.74590424327681,0.8432,1.4372,2.2138,4.582,4.7796,21.2649,9.508,0.0072,0.2062,-8.4865,0.0806,-0.1188,-9.3461,5395.41761287984,4.72,2771.124202737,1.0167,35.7406042741341,38800.0,0.220943539056,0.0,3.79331765354152,10353.7204584127,5.26897872493906,9920.0,14771949958.8447,108560.0,8.2081,2.0754,0.3321,1.0147,0.0156,0.0074,0.0252,0.0486,4.6891,3.2939,0.0778,0.001,0.0207,0.2501,0.1,0.0799,0.1096,60.9499447310243,26.1796116574521,32.8,40.6,57.7936,8.73447079416618,48.4475,4877601.0,73.7162322998047,-1.25421805522404,9.24519777765773
59,Bulgaria,BGR,2020,99.7,99.4,99.8,46.4904200442152,50470.0,28.11,-50.7645435660545,39.4151,6.01693316252197,0.8721,1.4116,2.1047,4.4131,4.3117,17.2943,8.9357,0.0718,0.0797,-8.4617,0.0806,0.1088,-9.3876,5304.93248351015,4.68,2664.55152991688,1.0612,35.8603537214444,38930.0,0.199737752823464,0.0,-3.13323303076419,10760.211975413,-2.15683103882644,10090.0,15396677101.7046,108560.0,8.1197,2.2025,0.3693,0.8754,0.0158,0.007,0.0217,0.0462,4.5816,3.377,0.0802,0.0008,0.0208,0.2327,0.0819,0.0761,0.1171,60.3417096536478,26.6688762899648,33.1,41.0,52.5825,8.02700964905103,43.1949,4803232.0,73.3239898681641,-1.53644759703136,9.28370346449286
60,Bulgaria,BGR,2021,99.8,99.5,99.9,46.4904200442152,50470.0,26.53,-42.7000173632147,45.8711,7.04917445804336,0.8457,1.7036,2.4948,5.0165,4.7202,21.4732,9.6145,0.0025,0.0458,-8.4825,0.0806,0.2133,-9.3125,5560.98450033278,4.72,2918.91641380678,1.077,35.9801031687546,39060.0,0.171861677306964,0.0,7.82817232822165,12966.1457543396,8.54724211432547,11720.0,17507898595.6373,108560.0,8.2219,2.1826,0.3604,1.0169,0.0162,0.008,0.0327,0.0462,4.5589,3.3443,0.0811,0.0007,0.0213,0.2533,0.109,0.0828,0.1095,59.9419767870302,26.9084276943029,33.1,41.0,59.1719,9.09315551870123,49.8594,4772895.0,73.346765618041,-0.633598562114185,9.470174187891326
64,Croatia,HRV,2017,100.0,100.0,100.0,26.7493388606962,14970.0,6.73,-21.7556902379327,18.7971,4.65112768894595,0.0905,2.8247,1.3457,2.3134,2.51,3.1398,6.5731,0.0,0.0539,-5.6137,0.0923,1.3293,-5.1676,4249.01525632039,3.26,2159.96952184034,1.22,34.5151954828104,19316.084,0.278932187391255,0.0,3.28396321643012,13901.7878144679,4.95688757968964,13350.0,11108563914.4546,55964.0,4.3642,1.71,0.3933,0.3348,0.0038,0.0015,0.0073,0.0138,1.8997,1.2592,0.1012,0.0016,0.0054,0.8883,0.0105,0.0658,0.0747,72.2144056893717,30.362351749701,23.6,38.3,26.788,6.62838461951494,21.6204,2259186.0,55.9009887365155,-1.29942548529598,9.53984466120081
65,Croatia,HRV,2018,100.0,100.0,100.0,26.5170466728611,14840.0,9.51,-26.0473034849065,17.7661,4.45402410514506,0.0902,2.7493,1.311,2.3336,2.3522,2.5932,6.3365,0.0,0.0521,-5.5375,0.0923,0.4987,-5.6561,4310.8473152785,3.08,2127.63878608554,1.3476,34.5598956472018,19341.1,0.254506149251206,0.0,2.91107593407843,15460.3669595491,4.26899051902303,14670.0,11895726078.8436,55964.0,4.1733,1.6049,0.3753,0.3245,0.0041,0.0015,0.0089,0.0134,1.8405,1.2689,0.1008,0.0016,0.0058,0.8951,0.0128,0.063,0.0766,71.2739439639768,30.6417184001287,23.6,38.3,25.7117,6.4460141271443,20.0556,2237430.0,56.093170097094,-0.967668565244336,9.646099737349692
66,Croatia,HRV,2019,100.0,100.0,100.0,26.8744192695304,15040.0,8.11,-25.1893970928587,17.9722,4.5506268056586,0.0913,2.6611,1.0587,2.3223,2.471,2.8573,6.5107,0.0,0.0542,-5.8019,0.0923,0.5157,-5.8919,4363.71186436386,3.01,2173.19836034448,1.4624,34.6045672217854,19366.1,0.241443273100307,0.0,3.10152683894853,15563.5987295029,4.12969919836404,15800.0,12032908259.2224,55964.0,4.1524,1.6298,0.3646,0.3172,0.0044,0.0015,0.0108,0.0128,1.8112,1.2769,0.0993,0.0014,0.006,0.8817,0.0156,0.0654,0.0776,70.5701879779859,30.8158937955195,23.6,38.3,26.0109,6.58605506166775,20.119,2223635.0,56.303247958306,-0.618464154693749,9.652754302235193
67,Croatia,HRV,2020,100.0,100.0,100.0,26.8942101501072,15050.0,8.71,-28.4391182004362,17.1915,4.39207849561316,0.0984,2.7291,0.8805,2.3334,2.5997,2.8449,5.7055,0.0,0.0505,-6.2656,0.0923,0.875,-5.8773,4164.06290317883,3.16,2104.84530641676,1.568,34.6517155110793,19391.1,0.252537598880259,0.0,-8.31086401501189,14807.5608543265,-7.48668905832953,15130.0,11647900235.636,55960.0,4.1319,1.6191,0.3701,0.3006,0.0051,0.0016,0.0118,0.0104,1.8131,1.3561,0.1028,0.001,0.0069,0.9222,0.0151,0.0582,0.0813,69.946497498213,30.9529652573554,23.9,38.4,25.435,6.4981250348091,19.5577,2212641.0,56.5284863367411,-0.495641953143935,9.60296072862567
